id,permalink,userUrl,author_name,fullname,avatar,verified,text,html,isRetweet,retweetedBy,replyingTo,relativeTime,displayTime,createdAt,images,links,comments,retweets,likes,Views,bank_ext,text_1,postUrl,replyText,text_v1,post,posttype,Sentiment
2043660140075942107,https://x.com/TDSforAll/status/2043660140075942107,https://x.com/TDSforAll,TDSforAll,The Digital School | المدرسة الرقمية,https://pbs.twimg.com/profile_images/1802620352800944128/L8ytDWl2_bigger.jpg,,"شكراً لـ جهاز الشؤون التنفيذية على التبرع بالأجهزة ومنحها حياةً ثانية لدعم التعليم والمساهمة في حماية كوكبنا. 📚🌎

donateyourowndevice.org","شكراً لـ جهاز الشؤون التنفيذية على التبرع بالأجهزة ومنحها حياةً ثانية لدعم التعليم والمساهمة في حماية كوكبنا. 📚🌎

<a href=""http://donateyourowndevice.org"">donateyourowndevice.org</a>",False,,"['TDSforAll', 'EmiratesNBD_AE', 'DIBtoday']",16h,"Apr 13, 2026 · 11:58 AM UTC",2026-04-13T11:58:00Z,,['http://donateyourowndevice.org'],1,0,0,13,ENBD,"شكراً لـ جهاز الشؤون التنفيذية على التبرع بالأجهزة ومنحها حياةً ثانية لدعم التعليم والمساهمة في حماية كوكبنا. 📚🌎

donateyourowndevice.org",,,"شكراً لـ جهاز الشؤون التنفيذية على التبرع بالأجهزة ومنحها حياةً ثانية لدعم التعليم والمساهمة في حماية كوكبنا. 📚🌎

donateyourowndevice.org",Thank you to the Executive Affairs Device for donating the devices and giving them a second life to support education and contribute to protecting our planet. 📚🌎,Cust,Neutral
2043659990645547468,https://x.com/TDSforAll/status/2043659990645547468,https://x.com/TDSforAll,TDSforAll,The Digital School | المدرسة الرقمية,https://pbs.twimg.com/profile_images/1802620352800944128/L8ytDWl2_bigger.jpg,,"شكراً لـ بنك دبي الإسلامي على التبرع بالأجهزة ومنحها حياةً ثانية لدعم التعليم والمساهمة في حماية كوكبنا. 📚🌎 

@DIBtoday 

donateyourowndevice.org","شكراً لـ بنك دبي الإسلامي على التبرع بالأجهزة ومنحها حياةً ثانية لدعم التعليم والمساهمة في حماية كوكبنا. 📚🌎 

<a href=""/DIBtoday"" title=""DIB"">@DIBtoday</a> 

<a href=""http://donateyourowndevice.org"">donateyourowndevice.org</a>",False,,"['TDSforAll', 'EmiratesNBD_AE']",16h,"Apr 13, 2026 · 11:58 AM UTC",2026-04-13T11:58:00Z,,"['https://x.com/DIBtoday', 'http://donateyourowndevice.org']",1,0,0,25,ENBD,"شكراً لـ بنك دبي الإسلامي على التبرع بالأجهزة ومنحها حياةً ثانية لدعم التعليم والمساهمة في حماية كوكبنا. 📚🌎 

@DIBtoday 

donateyourowndevice.org",,,"شكراً لـ بنك دبي الإسلامي على التبرع بالأجهزة ومنحها حياةً ثانية لدعم التعليم والمساهمة في حماية كوكبنا. 📚🌎 

@DIBtoday 

donateyourowndevice.org",Thank you to Dubai Islamic Bank for donating the devices and giving them a second life to support education and contribute to protecting our planet. 📚🌎,Cust,Neutral
2043659110479274329,https://x.com/TDSforAll/status/2043659110479274329,https://x.com/TDSforAll,TDSforAll,The Digital School | المدرسة الرقمية,https://pbs.twimg.com/profile_images/1802620352800944128/L8ytDWl2_bigger.jpg,,"شكراً لبنك الإمارات دبي الوطني على التبرع بالأجهزة ومنحها حياةً ثانية لدعم التعليم والمساهمة في حماية كوكبنا. 📚🌎 

@EmiratesNBD_AE 

donateyourowndevice.org","شكراً لبنك الإمارات دبي الوطني على التبرع بالأجهزة ومنحها حياةً ثانية لدعم التعليم والمساهمة في حماية كوكبنا. 📚🌎 

<a href=""/EmiratesNBD_AE"" title=""Emirates NBD"">@EmiratesNBD_AE</a> 

<a href=""http://www.donateyourowndevice.org"">donateyourowndevice.org</a>",False,,,16h,"Apr 13, 2026 · 11:54 AM UTC",2026-04-13T11:54:00Z,,"['https://x.com/EmiratesNBD_AE', 'http://www.donateyourowndevice.org']",1,0,0,22,ENBD,"شكراً لبنك الإمارات دبي الوطني على التبرع بالأجهزة ومنحها حياةً ثانية لدعم التعليم والمساهمة في حماية كوكبنا. 📚🌎 

@EmiratesNBD_AE 

donateyourowndevice.org",,,"شكراً لبنك الإمارات دبي الوطني على التبرع بالأجهزة ومنحها حياةً ثانية لدعم التعليم والمساهمة في حماية كوكبنا. 📚🌎 

@EmiratesNBD_AE 

donateyourowndevice.org",Thank you to Emirates NBD for donating the devices and giving them a second life to support education and contribute to protecting our planet. 📚🌎,Cust,Positive
2043656519804411958,https://x.com/pratpratpratx/status/2043656519804411958,https://x.com/pratpratpratx,pratpratpratx,PS,https://pbs.twimg.com/profile_images/2036191220293050368/kI6LhM6D_bigger.jpg,,"Hi @mohanstatsman - any idea when was the last time when Surya Kumar Yadav played an influential innings against a top tier international side or a top 4 IPL side?

Seems like its been a long time.","Hi <a href=""/EmiratesNBD_AE"" title=""Emirates NBD"">@EmiratesNBD_AE</a> - I&#39;d like to raise a complaint. Can you please DM me so I can share details?",False,,,16h,"Apr 13, 2026 · 11:44 AM UTC",2026-04-13T11:44:00Z,,['https://x.com/EmiratesNBD_AE'],1,0,0,254,ENBD,Hi @EmiratesNBD_AE - I'd like to raise a complaint. Can you please DM me so I can share details?,https://x.com/pratpratpratx/status/2043656519804411958,"Hi @mohanstatsman - any idea when was the last time when Surya Kumar Yadav played an influential innings against a top tier international side or a top 4 IPL side?

Seems like its been a long time.","Hi @mohanstatsman - any idea when was the last time when Surya Kumar Yadav played an influential innings against a top tier international side or a top 4 IPL side?

Seems like its been a long time.",Hi @mohanstatsman - do you have any idea when Surya Kumar Yadav last played an influential innings against a top-tier international team or a top 4 IPL team? It seems like it's been a long time.,Cust,Neutral
2043640197192339522,https://x.com/FactsBayInfo/status/2043640197192339522,https://x.com/FactsBayInfo,FactsBayInfo,FactsBay,https://pbs.twimg.com/profile_images/1859113056871346177/P96--7Ce_bigger.jpg,,"🎬 Behind the scenes brilliance

Aditya Dhar praises Smriti Chauhan’s creative vision in Dhurandhar—reveals she designed 10,000+ costumes in just 30 days, with unmatched attention to detail.

Read more: https://t.co/xp0tdsuvOA

#Bollywood #Dhurandhar #Filmmaking https://t.co/0j9jTHO3QH","💼 RBL Bank seeks shareholder approval for key changes tied to Emirates NBD’s investment, including board &amp; governance amendments. The move advances the Dubai lender’s plan to acquire a controlling stake.

👉 Read more: <a href=""https://factsbay.com/rbl-bank-seeks-shareholder-approval-for-deal-with-emirates-nbd/"">factsbay.com/rbl-bank-seeks-…</a>

<a href=""/search?f=tweets&amp;q=%23RBLBank"">#RBLBank</a> <a href=""/search?f=tweets&amp;q=%23EmiratesNBD"">#EmiratesNBD</a> <a href=""/search?f=tweets&amp;q=%23Banking"">#Banking</a>",False,,,17h,"Apr 13, 2026 · 10:39 AM UTC",2026-04-13T10:39:00Z,,"['https://factsbay.com/rbl-bank-seeks-shareholder-approval-for-deal-with-emirates-nbd/', 'https://x.com/search?f=tweets&q=%23RBLBank', 'https://x.com/search?f=tweets&q=%23EmiratesNBD', 'https://x.com/search?f=tweets&q=%23Banking']",0,0,0,28,ENBD,"💼 RBL Bank seeks shareholder approval for key changes tied to Emirates NBD’s investment, including board & governance amendments. The move advances the Dubai lender’s plan to acquire a controlling stake.

👉 Read more: factsbay.com/rbl-bank-seeks-…

#RBLBank #EmiratesNBD #Banking",https://x.com/FactsBayInfo/status/2043640197192339522,"🎬 Behind the scenes brilliance

Aditya Dhar praises Smriti Chauhan’s creative vision in Dhurandhar—reveals she designed 10,000+ costumes in just 30 days, with unmatched attention to detail.

Read more: https://t.co/xp0tdsuvOA

#Bollywood #Dhurandhar #Filmmaking https://t.co/0j9jTHO3QH","🎬 Behind the scenes brilliance

Aditya Dhar praises Smriti Chauhan’s creative vision in Dhurandhar—reveals she designed 10,000+ costumes in just 30 days, with unmatched attention to detail.

Read more: https://t.co/xp0tdsuvOA

#Bollywood #Dhurandhar #Filmmaking https://t.co/0j9jTHO3QH","Behind the scenes brilliance

Aditya Dhar praises Smriti Chauhan’s creative vision in Dhurandhar—reveals she designed over 10,000 costumes in just 30 days, with unmatched attention to detail.",Cust,Neutral
2043640004929573308,https://x.com/PRAVEEN16408007/status/2043640004929573308,https://x.com/PRAVEEN16408007,PRAVEEN16408007,PRAVEENKUMAR,https://pbs.twimg.com/profile_images/1431981849258049549/Yx_k4ZQN_bigger.jpg,,"DND is active. Guidelines followed.
Still receiving repeated RBL credit card calls.
@RBLBank, if these numbers are not yours, why are your products being promoted repeatedly?
@EmiratesNBD_AE 
1 year. 35+ calls. No permanent resolution.
Case ID: 118684309
@RBI @RBLBankCares #DND https://t.co/rR7uHyB8XQ","DND is active. Guidelines followed.
Still receiving repeated RBL credit card calls.
<a href=""/rblbank"" title=""RBL Bank"">@RBLBank</a>, if these numbers are not yours, why are your products being promoted repeatedly?
<a href=""/EmiratesNBD_AE"" title=""Emirates NBD"">@EmiratesNBD_AE</a> 
1 year. 35+ calls. No permanent resolution.
Case ID: 118684309
<a href=""/RBI"" title=""ReserveBankOfIndia"">@RBI</a> <a href=""/RBLBankCares"" title=""RBL Bank Cares"">@RBLBankCares</a> <a href=""/search?f=tweets&amp;q=%23DND"">#DND</a>",False,,,17h,"Apr 13, 2026 · 10:38 AM UTC",2026-04-13T10:38:00Z,,"['https://x.com/rblbank', 'https://x.com/EmiratesNBD_AE', 'https://x.com/RBI', 'https://x.com/RBLBankCares', 'https://x.com/search?f=tweets&q=%23DND']",0,0,0,14,ENBD,"DND is active. Guidelines followed.
Still receiving repeated RBL credit card calls.
@RBLBank, if these numbers are not yours, why are your products being promoted repeatedly?
@EmiratesNBD_AE 
1 year. 35+ calls. No permanent resolution.
Case ID: 118684309
@RBI @RBLBankCares #DND",https://x.com/PRAVEEN16408007/status/2043640004929573308,"DND is active. Guidelines followed.
Still receiving repeated RBL credit card calls.
@RBLBank, if these numbers are not yours, why are your products being promoted repeatedly?
@EmiratesNBD_AE 
1 year. 35+ calls. No permanent resolution.
Case ID: 118684309
@RBI @RBLBankCares #DND https://t.co/rR7uHyB8XQ","DND is active. Guidelines followed.
Still receiving repeated RBL credit card calls.
@RBLBank, if these numbers are not yours, why are your products being promoted repeatedly?
@EmiratesNBD_AE 
1 year. 35+ calls. No permanent resolution.
Case ID: 118684309
@RBI @RBLBankCares #DND https://t.co/rR7uHyB8XQ","DND is active. Guidelines followed. Still receiving repeated RBL credit card calls. @RBLBank, if these numbers are not yours, why are your products being promoted repeatedly? @EmiratesNBD_AE 1 year. 35+ calls. No permanent resolution. Case ID: 118684309 @RBI @RBLBankCares #DND",Cust,Negative
2043638998002721168,https://x.com/AboAdam79796416/status/2043638998002721168,https://x.com/AboAdam79796416,AboAdam79796416,Abo Adam,https://pbs.twimg.com/profile_images/1232389330318041090/tuoVu0EU_bigger.jpg,,@EmiratesNBD_KSA للاسف اتصلت مرات عديدة ويتم تجاهل المكالمة دون اي رد فيضعوني علي الانتظار اكتر من نصف ساعة ولا يوجد رد...ارجو التواصل معي,"<a href=""/EmiratesNBD_KSA"" title=""Emirates NBD KSA"">@EmiratesNBD_KSA</a> للاسف اتصلت مرات عديدة ويتم تجاهل المكالمة دون اي رد فيضعوني علي الانتظار اكتر من نصف ساعة ولا يوجد رد...ارجو التواصل معي",False,,,17h,"Apr 13, 2026 · 10:34 AM UTC",2026-04-13T10:34:00Z,,['https://x.com/EmiratesNBD_KSA'],1,0,0,13,ENBD,@EmiratesNBD_KSA للاسف اتصلت مرات عديدة ويتم تجاهل المكالمة دون اي رد فيضعوني علي الانتظار اكتر من نصف ساعة ولا يوجد رد...ارجو التواصل معي,https://x.com/AboAdam79796416/status/2043638998002721168,@EmiratesNBD_KSA للاسف اتصلت مرات عديدة ويتم تجاهل المكالمة دون اي رد فيضعوني علي الانتظار اكتر من نصف ساعة ولا يوجد رد...ارجو التواصل معي,@EmiratesNBD_KSA للاسف اتصلت مرات عديدة ويتم تجاهل المكالمة دون اي رد فيضعوني علي الانتظار اكتر من نصف ساعة ولا يوجد رد...ارجو التواصل معي,"Unfortunately, I have called several times and my calls are being ignored without any response. I am put on hold for more than half an hour with no reply... I hope to be contacted.",Cust,Negative
2043631548038054207,https://x.com/EmadMaklad1/status/2043631548038054207,https://x.com/EmadMaklad1,EmadMaklad1,Emad Maklad,https://pbs.twimg.com/profile_images/1750647182531719169/NPGcS1Dr_bigger.jpg,,"@EmiratesNBD_AE I am suffering with @EmiratesNBD_AE customer care, that are helpless,even I tried through the digital support ways because I am outside UAE but still !I have issue in rejected TT with huge reduction when returned !!","Thanks for the reply
I sent the email 📤 already",False,,['EmiratesNBD_AE'],17h,"Apr 13, 2026 · 10:05 AM UTC",2026-04-13T10:05:00Z,,,1,0,0,5,ENBD,"Thanks for the reply
I sent the email 📤 already",https://x.com/EmadMaklad1/status/2043631548038054207,"@EmiratesNBD_AE I am suffering with @EmiratesNBD_AE customer care, that are helpless,even I tried through the digital support ways because I am outside UAE but still !I have issue in rejected TT with huge reduction when returned !!","@EmiratesNBD_AE I am suffering with @EmiratesNBD_AE customer care, that are helpless,even I tried through the digital support ways because I am outside UAE but still !I have issue in rejected TT with huge reduction when returned !!","I am having trouble with Emirates NBD customer care, who are unhelpful. I even tried the digital support options because I am outside the UAE, but still! I have an issue with a rejected TT with a huge reduction when it was returned!",Cust,Negative
2043630274576032244,https://x.com/EmiratesNBD_EGY/status/2043630274576032244,https://x.com/EmiratesNBD_EGY,EmiratesNBD_EGY,Emirates NBD,https://pbs.twimg.com/profile_images/1762427526482108416/qjFPlJ1n_bigger.jpg,,"Emirates NBD wishes you a happy Easter!

Tax registration number: 204-897-319 https://t.co/sU37oG7w1L","Emirates NBD wishes you a happy Easter!

Tax registration number: 204-897-319",False,,,18h,"Apr 13, 2026 · 10:00 AM UTC",2026-04-13T10:00:00Z,,,0,0,0,33,ENBD,"Emirates NBD wishes you a happy Easter!

Tax registration number: 204-897-319",https://x.com/EmiratesNBD_EGY/status/2043630274576032244,"Emirates NBD wishes you a happy Easter!

Tax registration number: 204-897-319 https://t.co/sU37oG7w1L","Emirates NBD wishes you a happy Easter!

Tax registration number: 204-897-319 https://t.co/sU37oG7w1L","Emirates NBD wishes you a happy Easter! 

Tax registration number: 204-897-319 https://t.co/sU37oG7w1L",Bank,Neutral
2043626480614478159,https://x.com/saran945/status/2043626480614478159,https://x.com/saran945,saran945,Saravanan,https://pbs.twimg.com/profile_images/2008105033943175168/704WYC21_bigger.jpg,,"Dear #EmiratesNBD, I submitted my loan settlement form to settle my loan, waited days, and got rejected - with NO reason given. Even your support team couldn't explain why. This is completely unacceptable. I expect a proper response and resolution ASAP.  @EmiratesNBD_AE",Thank you. done. will support you to resolve it via email,False,,['EmiratesNBD_AE'],18h,"Apr 13, 2026 · 9:44 AM UTC",2026-04-13T09:44:00Z,,,1,0,0,9,ENBD,Thank you. done. will support you to resolve it via email,https://x.com/saran945/status/2043626480614478159,"Dear #EmiratesNBD, I submitted my loan settlement form to settle my loan, waited days, and got rejected - with NO reason given. Even your support team couldn't explain why. This is completely unacceptable. I expect a proper response and resolution ASAP.  @EmiratesNBD_AE","Dear #EmiratesNBD, I submitted my loan settlement form to settle my loan, waited days, and got rejected - with NO reason given. Even your support team couldn't explain why. This is completely unacceptable. I expect a proper response and resolution ASAP.  @EmiratesNBD_AE","Dear Emirates NBD, I submitted my loan settlement form to settle my loan, waited days, and got rejected - with no reason given. Even your support team couldn't explain why. This is completely unacceptable. I expect a proper response and resolution as soon as possible.",Cust,Negative
2043626158416117910,https://x.com/nee_red4life/status/2043626158416117910,https://x.com/nee_red4life,nee_red4life,Neeraj,https://pbs.twimg.com/profile_images/2042877600255885313/TxiQEZSG_bigger.jpg,,@EmiratesNBD_AE highly disappointed with your relationship manager who failed to provide me complete info at the time of account opening. My Emirates ID is not linked to my account despite assurance from him and all documentation being provided,I have emailed you. Appreciate if this can be promptly investigated and resolved.,False,,['EmiratesNBD_AE'],18h,"Apr 13, 2026 · 9:43 AM UTC",2026-04-13T09:43:00Z,,,1,0,0,2,ENBD,I have emailed you. Appreciate if this can be promptly investigated and resolved.,https://x.com/nee_red4life/status/2043626158416117910,@EmiratesNBD_AE highly disappointed with your relationship manager who failed to provide me complete info at the time of account opening. My Emirates ID is not linked to my account despite assurance from him and all documentation being provided,@EmiratesNBD_AE highly disappointed with your relationship manager who failed to provide me complete info at the time of account opening. My Emirates ID is not linked to my account despite assurance from him and all documentation being provided,I am highly disappointed with your relationship manager who failed to provide me with complete information at the time of account opening. My Emirates ID is not linked to my account despite his assurance and all documentation being provided.,Cust,Negative
2043623276899946540,https://x.com/EmadMaklad1/status/2043623276899946540,https://x.com/EmadMaklad1,EmadMaklad1,Emad Maklad,https://pbs.twimg.com/profile_images/1750647182531719169/NPGcS1Dr_bigger.jpg,,"@EmiratesNBD_AE I am suffering with @EmiratesNBD_AE customer care, that are helpless,even I tried through the digital support ways because I am outside UAE but still !I have issue in rejected TT with huge reduction when returned !!","<a href=""/EmiratesNBD_AE"" title=""Emirates NBD"">@EmiratesNBD_AE</a> I am suffering with <a href=""/EmiratesNBD_AE"" title=""Emirates NBD"">@EmiratesNBD_AE</a> customer care, that are helpless,even I tried through the digital support ways because I am outside UAE but still !I have issue in rejected TT with huge reduction when returned !!",False,,,18h,"Apr 13, 2026 · 9:32 AM UTC",2026-04-13T09:32:00Z,,"['https://x.com/EmiratesNBD_AE', 'https://x.com/EmiratesNBD_AE']",1,0,0,10,ENBD,"@EmiratesNBD_AE I am suffering with @EmiratesNBD_AE customer care, that are helpless,even I tried through the digital support ways because I am outside UAE but still !I have issue in rejected TT with huge reduction when returned !!",,,"@EmiratesNBD_AE I am suffering with @EmiratesNBD_AE customer care, that are helpless,even I tried through the digital support ways because I am outside UAE but still !I have issue in rejected TT with huge reduction when returned !!","I am having trouble with Emirates NBD customer care, who are unhelpful. I even tried the digital support options because I am outside the UAE, but still! I have an issue with a rejected TT with a huge reduction when it was returned!",Cust,Negative
2043622397535011115,https://x.com/saran945/status/2043622397535011115,https://x.com/saran945,saran945,Saravanan,https://pbs.twimg.com/profile_images/2008105033943175168/704WYC21_bigger.jpg,,"@EmiratesNBD_AE Sent an email regarding to your email social@emiratesnbd.comtesnbd.com 

but got a reply emails as below

""wrong recipient address or wrong configuration on the recipient mail server""

Can you provide correct email ?","Sent an email regarding to your email social@emiratesnbd.comtesnbd.com 

but got a reply emails as below

&#34;wrong recipient address or wrong configuration on the recipient mail server&#34;

Can you provide correct email ?",False,,['EmiratesNBD_AE'],18h,"Apr 13, 2026 · 9:28 AM UTC",2026-04-13T09:28:00Z,,,1,0,0,10,ENBD,"Sent an email regarding to your email social@emiratesnbd.comtesnbd.com 

but got a reply emails as below

""wrong recipient address or wrong configuration on the recipient mail server""

Can you provide correct email ?",https://x.com/saran945/status/2043622397535011115,"@EmiratesNBD_AE Sent an email regarding to your email social@emiratesnbd.comtesnbd.com 

but got a reply emails as below

""wrong recipient address or wrong configuration on the recipient mail server""

Can you provide correct email ?","@EmiratesNBD_AE Sent an email regarding to your email social@emiratesnbd.comtesnbd.com 

but got a reply emails as below

""wrong recipient address or wrong configuration on the recipient mail server""

Can you provide correct email ?","I sent an email to social@emiratesnbd.com but received a reply stating ""wrong recipient address or wrong configuration on the recipient mail server."" Can you provide the correct email?",Cust,Neutral
2043621947788099696,https://x.com/nee_red4life/status/2043621947788099696,https://x.com/nee_red4life,nee_red4life,Neeraj,https://pbs.twimg.com/profile_images/2042877600255885313/TxiQEZSG_bigger.jpg,,I am unable to register on the ENBDX app because of this issue and the relationship manager is now asking me to visit the ATM to get it done. This is after falsely assuring me that the ENBDX app would be enabled as soon as I receive the card.,"<a href=""/EmiratesNBD_AE"" title=""Emirates NBD"">@EmiratesNBD_AE</a> highly disappointed with your relationship manager who failed to provide me complete info at the time of account opening. My Emirates ID is not linked to my account despite assurance from him and all documentation being provided",False,,,18h,"Apr 13, 2026 · 9:26 AM UTC",2026-04-13T09:26:00Z,,['https://x.com/EmiratesNBD_AE'],3,0,0,9,ENBD,@EmiratesNBD_AE highly disappointed with your relationship manager who failed to provide me complete info at the time of account opening. My Emirates ID is not linked to my account despite assurance from him and all documentation being provided,https://x.com/nee_red4life/status/2043621947788099696,I am unable to register on the ENBDX app because of this issue and the relationship manager is now asking me to visit the ATM to get it done. This is after falsely assuring me that the ENBDX app would be enabled as soon as I receive the card.,I am unable to register on the ENBDX app because of this issue and the relationship manager is now asking me to visit the ATM to get it done. This is after falsely assuring me that the ENBDX app would be enabled as soon as I receive the card.,"I am unable to register on the ENBDX app because of this issue, and the relationship manager is now asking me to visit the ATM to get it done. This is after falsely assuring me that the ENBDX app would be enabled as soon as I receive the card.",Cust,Negative
2043618605657661464,https://x.com/saran945/status/2043618605657661464,https://x.com/saran945,saran945,Saravanan,https://pbs.twimg.com/profile_images/2008105033943175168/704WYC21_bigger.jpg,,this is for your information. . there a security issue (critical). .  unable to browse your website.  this is nothing to do with my previous request. Kindly take action.,this is for your information. . there a security issue (critical). .  unable to browse your website.  this is nothing to do with my previous request. Kindly take action.,False,,['EmiratesNBD_AE'],18h,"Apr 13, 2026 · 9:13 AM UTC",2026-04-13T09:13:00Z,,,1,0,0,20,ENBD,this is for your information. . there a security issue (critical). .  unable to browse your website.  this is nothing to do with my previous request. Kindly take action.,,,this is for your information. . there a security issue (critical). .  unable to browse your website.  this is nothing to do with my previous request. Kindly take action.,This is for your information. There is a critical security issue. I am unable to browse your website. This has nothing to do with my previous request. Kindly take action.,Cust,Negative
2043616319464001703,https://x.com/EmadMaklad1/status/2043616319464001703,https://x.com/EmadMaklad1,EmadMaklad1,Emad Maklad,https://pbs.twimg.com/profile_images/1750647182531719169/NPGcS1Dr_bigger.jpg,,"@EmiratesNBD_AE I received babd service from the bank , your customer care are helpless ,also because I am outside UAE ,I am suffereing with all digital ways to complain and helpless!!!
 I did two TT yesterday , after one hour get rejected and refunded back with huge deductions","<a href=""/EmiratesNBD_AE"" title=""Emirates NBD"">@EmiratesNBD_AE</a> I received babd service from the bank , your customer care are helpless ,also because I am outside UAE ,I am suffereing with all digital ways to complain and helpless!!!
 I did two TT yesterday , after one hour get rejected and refunded back with huge deductions",False,,,18h,"Apr 13, 2026 · 9:04 AM UTC",2026-04-13T09:04:00Z,,['https://x.com/EmiratesNBD_AE'],0,0,0,8,ENBD,"@EmiratesNBD_AE I received babd service from the bank , your customer care are helpless ,also because I am outside UAE ,I am suffereing with all digital ways to complain and helpless!!!
 I did two TT yesterday , after one hour get rejected and refunded back with huge deductions",https://x.com/EmadMaklad1/status/2043616319464001703,"@EmiratesNBD_AE I received babd service from the bank , your customer care are helpless ,also because I am outside UAE ,I am suffereing with all digital ways to complain and helpless!!!
 I did two TT yesterday , after one hour get rejected and refunded back with huge deductions","@EmiratesNBD_AE I received babd service from the bank , your customer care are helpless ,also because I am outside UAE ,I am suffereing with all digital ways to complain and helpless!!!
 I did two TT yesterday , after one hour get rejected and refunded back with huge deductions","I received bad service from the bank, your customer care is helpless. Also, because I am outside the UAE, I am struggling with all digital ways to complain and feel helpless! I did two wire transfers yesterday, and after one hour, they were rejected and refunded with huge deductions.",Cust,Negative
2043575349787648062,https://x.com/EmiratesNBD_AE/status/2043575349787648062,https://x.com/EmiratesNBD_AE,EmiratesNBD_AE,Emirates NBD,https://pbs.twimg.com/profile_images/2042294543308242946/ScvMjarh_bigger.jpg,,"You learned how the world works. Now understand how money works within it. Because education doesn’t end at graduation. It grows with every smart decision you make. To
discover more, click the link https://t.co/FvwUfzvnFI #FinancialWellbeing #FinWell #EmiratesNBD https://t.co/TSwmRswAva","You learned how the world works. Now understand how money works within it. Because education doesn’t end at graduation. It grows with every smart decision you make. To
discover more, click the link <a href=""https://www.emiratesnbd.com/en/corporate-social-responsibility/financial-literacy"">emiratesnbd.com/en/corporate…</a> <a href=""/search?f=tweets&amp;q=%23FinancialWellbeing"">#FinancialWellbeing</a> <a href=""/search?f=tweets&amp;q=%23FinWell"">#FinWell</a> <a href=""/search?f=tweets&amp;q=%23EmiratesNBD"">#EmiratesNBD</a>",False,,,21h,"Apr 13, 2026 · 6:21 AM UTC",2026-04-13T06:21:00Z,,"['https://www.emiratesnbd.com/en/corporate-social-responsibility/financial-literacy', 'https://x.com/search?f=tweets&q=%23FinancialWellbeing', 'https://x.com/search?f=tweets&q=%23FinWell', 'https://x.com/search?f=tweets&q=%23EmiratesNBD']",0,6,9,752,ENBD,"You learned how the world works. Now understand how money works within it. Because education doesn’t end at graduation. It grows with every smart decision you make. To
discover more, click the link emiratesnbd.com/en/corporate… #FinancialWellbeing #FinWell #EmiratesNBD",https://x.com/EmiratesNBD_AE/status/2043575349787648062,"You learned how the world works. Now understand how money works within it. Because education doesn’t end at graduation. It grows with every smart decision you make. To
discover more, click the link https://t.co/FvwUfzvnFI #FinancialWellbeing #FinWell #EmiratesNBD https://t.co/TSwmRswAva","You learned how the world works. Now understand how money works within it. Because education doesn’t end at graduation. It grows with every smart decision you make. To
discover more, click the link https://t.co/FvwUfzvnFI #FinancialWellbeing #FinWell #EmiratesNBD https://t.co/TSwmRswAva","You learned how the world works. Now understand how money works within it. Because education doesn’t end at graduation. It grows with every smart decision you make. To discover more, click the link https://t.co/FvwUfzvnFI #FinancialWellbeing #FinWell #EmiratesNBD https://t.co/TSwmRswAva",Bank,Neutral
2043571740312514629,https://x.com/MiddleEstJstNow/status/2043571740312514629,https://x.com/MiddleEstJstNow,MiddleEstJstNow,BREAKING NEWS,https://pbs.twimg.com/profile_images/1916564126530158592/98lbfbts_bigger.jpg,,"Emirates NBD Bank shares fell 3.2% in early trading, LSEG reports.","Emirates NBD Bank shares fell 3.2% in early trading, LSEG reports.",False,,,21h,"Apr 13, 2026 · 6:07 AM UTC",2026-04-13T06:07:00Z,,,0,0,0,37,ENBD,"Emirates NBD Bank shares fell 3.2% in early trading, LSEG reports.",https://x.com/MiddleEstJstNow/status/2043571740312514629,"Emirates NBD Bank shares fell 3.2% in early trading, LSEG reports.","Emirates NBD Bank shares fell 3.2% in early trading, LSEG reports.","Emirates NBD Bank shares fell 3.2% in early trading, LSEG reports.",Cust,Neutral
2043555077584191956,https://x.com/interzoid/status/2043555077584191956,https://x.com/interzoid,interzoid,AI-Driven Data Quality & Data Enrichment Platform,https://pbs.twimg.com/profile_images/1119798348020502528/NiI1AJ2J_bigger.png,,"Emirates NBD (UAE, https://t.co/rk6zsOvdBS) competitor analysis, strategic outlook, market dynamics, strengths, weaknesses: https://t.co/LzcTsNVM8Y  (API and batch available too). https://t.co/7FuEFlerrO","Emirates NBD (UAE, <a href=""http://EMIRATESNBD.AE"">EMIRATESNBD.AE</a>) competitor analysis, strategic outlook, market dynamics, strengths, weaknesses: <a href=""http://competitor.interzoid.com"">competitor.interzoid.com</a>  (API and batch available too).",False,,,23h,"Apr 13, 2026 · 5:01 AM UTC",2026-04-13T05:01:00Z,,"['http://EMIRATESNBD.AE', 'http://competitor.interzoid.com']",0,0,0,19,ENBD,"Emirates NBD (UAE, EMIRATESNBD.AE) competitor analysis, strategic outlook, market dynamics, strengths, weaknesses: competitor.interzoid.com  (API and batch available too).",https://x.com/interzoid/status/2043555077584191956,"Emirates NBD (UAE, https://t.co/rk6zsOvdBS) competitor analysis, strategic outlook, market dynamics, strengths, weaknesses: https://t.co/LzcTsNVM8Y  (API and batch available too). https://t.co/7FuEFlerrO","Emirates NBD (UAE, https://t.co/rk6zsOvdBS) competitor analysis, strategic outlook, market dynamics, strengths, weaknesses: https://t.co/LzcTsNVM8Y  (API and batch available too). https://t.co/7FuEFlerrO","Emirates NBD (UAE, https://t.co/rk6zsOvdBS) competitor analysis, strategic outlook, market dynamics, strengths, weaknesses: https://t.co/LzcTsNVM8Y (API and batch available too). https://t.co/7FuEFlerrO",Cust,Neutral
